Project Name,Package Name,Class Name,Class Type,Class Visibilty,Is Abstract,Is Static,Is Final,Is Interface,Extends,Implements,Children,Fields,Methods,Overrides,Static Methods,final Methods , Abstract Methods
PMD,net.sourceforge.pmd,AbstractRule,1,1,1,0,0,false,JavaParserVisitorAdapter ,Rule ,0 ,name: String properties: Properties message: String description: String example: String m_include: boolean m_priority: int ,getDescription{ Params :  Returns : String} setDescription{ Params : String Returns : void} getExample{ Params :  Returns : String} setExample{ Params : String Returns : void} hasProperty{ Params : String Returns : boolean} addProperty{ Params : String,String Returns : void} getDoubleProperty{ Params : String Returns : double} getIntProperty{ Params : String Returns : int} getBooleanProperty{ Params : String Returns : boolean} getStringProperty{ Params : String Returns : String} getName{ Params :  Returns : String} setName{ Params : String Returns : void} getMessage{ Params :  Returns : String} setMessage{ Params : String Returns : void} equals{ Params : Object Returns : boolean} hashCode{ Params :  Returns : int} visitAll{ Params : List,RuleContext Returns : void} apply{ Params : List,RuleContext Returns : void} createRuleViolation{ Params : RuleContext,int Returns : RuleViolation} createRuleViolation{ Params : RuleContext,int,String Returns : RuleViolation} getProperties{ Params :  Returns : Properties} include{ Params :  Returns : boolean} setInclude{ Params : boolean Returns : void} getPriority{ Params :  Returns : int} getPriorityName{ Params :  Returns : String} setPriority{ Params : int Returns : void} ,,,,
PMD,net.sourceforge.pmd.ant,Formatter,1,1,0,0,0,false,0 ,0 ,0 ,renderer: Renderer toFile: File ,setType{ Params : String Returns : void} setToFile{ Params : File Returns : void} getRenderer{ Params :  Returns : Renderer} isToFileNull{ Params :  Returns : boolean} getToFileWriter{ Params : String Returns : Writer} toString{ Params :  Returns : String} ,,,,
PMD,net.sourceforge.pmd.ant,PMDTask,1,1,0,0,0,false,Task ,0 ,0 ,classpath: Path formatters: List filesets: List shortFilenames: boolean printToConsole: boolean ruleSetFiles: String encoding: String failOnError: boolean failOnRuleViolation: boolean targetJDK13: boolean failuresPropertyName: String EOL: String ,setShortFilenames{ Params : boolean Returns : void} setTargetJDK13{ Params : boolean Returns : void} setFailOnError{ Params : boolean Returns : void} setFailOnRuleViolation{ Params : boolean Returns : void} setPrintToConsole{ Params : boolean Returns : void} setRuleSetFiles{ Params : String Returns : void} setEncoding{ Params : String Returns : void} setFailuresPropertyName{ Params : String Returns : void} addFileset{ Params : FileSet Returns : void} addFormatter{ Params : Formatter Returns : void} setClasspath{ Params : Path Returns : void} getClasspath{ Params :  Returns : Path} createClasspath{ Params :  Returns : Path} setClasspathRef{ Params : Reference Returns : void} execute{ Params :  Returns : void} logRulesUsed{ Params : RuleSet Returns : void} validate{ Params :  Returns : void} createLongClasspath{ Params :  Returns : Path} ,,,,
PMD,net.sourceforge.pmd.ast,AccessFlags,2,1,0,0,0,true,Task ,0 ,0 ,ACC_PUBLIC: short ACC_PRIVATE: short ACC_PROTECTED: short ACC_STATIC: short ACC_FINAL: short ACC_SYNCHRONIZED: short ACC_VOLATILE: short ACC_TRANSIENT: short ACC_NATIVE: short ACC_INTERFACE: short ACC_ABSTRACT: short ACC_STRICT: short ACC_SUPER: short ,,,,,
PMD,net.sourceforge.pmd.ast,AccessNode,1,1,0,0,0,false,SimpleNode ,AccessFlags ,0 ,accessFlags: short ,setPublic{ Params :  Returns : void} isPublic{ Params :  Returns : boolean} setPrivate{ Params :  Returns : void} isPrivate{ Params :  Returns : boolean} setProtected{ Params :  Returns : void} isProtected{ Params :  Returns : boolean} setStatic{ Params :  Returns : void} isStatic{ Params :  Returns : boolean} setFinal{ Params :  Returns : void} isFinal{ Params :  Returns : boolean} setSynchronized{ Params :  Returns : void} isSynchronized{ Params :  Returns : boolean} setVolatile{ Params :  Returns : void} isVolatile{ Params :  Returns : boolean} setTransient{ Params :  Returns : void} isTransient{ Params :  Returns : boolean} setNative{ Params :  Returns : void} isNative{ Params :  Returns : boolean} setInterface{ Params :  Returns : void} isInterface{ Params :  Returns : boolean} setAbstract{ Params :  Returns : void} isAbstract{ Params :  Returns : boolean} setStrict{ Params :  Returns : void} isStrict{ Params :  Returns : boolean} setSuper{ Params :  Returns : void} isSuper{ Params :  Returns : boolean} isPackagePrivate{ Params :  Returns : boolean} collectDumpedModifiers{ Params : String Returns : String} ,,,,
PMD,net.sourceforge.pmd.cpd,MatchCode,3,1,0,1,0,false,0 ,Comparable ,MatchCode ,first: int second: int ,hashCode{ Params :  Returns : int} equals{ Params : Object Returns : boolean} setFirst{ Params : int Returns : void} setSecond{ Params : int Returns : void} getMarkCount{ Params :  Returns : int} setLineCount{ Params : int Returns : void} getLineCount{ Params :  Returns : int} getTokenCount{ Params :  Returns : int} getSourceCodeSlice{ Params :  Returns : String} setSourceCodeSlice{ Params : String Returns : void} iterator{ Params :  Returns : Iterator} compareTo{ Params : Object Returns : int} getFirstMark{ Params :  Returns : TokenEntry} getSecondMark{ Params :  Returns : TokenEntry} toString{ Params :  Returns : String} getMarkSet{ Params :  Returns : Set} getMatchCode{ Params :  Returns : MatchCode} getEndIndex{ Params :  Returns : int} setMarkSet{ Params : Set Returns : void} ,,,,
PMD,net.sourceforge.pmd.cpd,MatchAlgorithm,1,1,0,0,0,false,0 ,0 ,0 ,MOD: int lastHash: int lastMod: int matches: List source: Map tokens: Tokens code: List cpdListener: CPDListener min: int ,setListener{ Params : CPDListener Returns : void} findMatches{ Params :  Returns : void} hash{ Params :  Returns : Map} matches{ Params :  Returns : Iterator} tokenAt{ Params : int,TokenEntry Returns : TokenEntry} ,,,,
PMD,net.sourceforge.pmd.cpd,MatchCollector,1,1,0,0,0,false,0 ,0 ,0 ,ma: MatchAlgorithm startMap: Map fileMap: Map ,collect{ Params : int,List Returns : void} getMatches{ Params :  Returns : List} determineMatch{ Params : TokenEntry,TokenEntry,int Returns : void} groupMatches{ Params : ArrayList Returns : void} hasPreviousDupe{ Params : TokenEntry,TokenEntry Returns : boolean} countDuplicateTokens{ Params : TokenEntry,TokenEntry Returns : int} matchEnded{ Params : TokenEntry,TokenEntry Returns : boolean} ,,,,
PMD,net.sourceforge.pmd.cpd,PHPLanguage,1,1,0,0,0,false,0 ,Language ,PHPFileOrDirectoryFilter ,,accept{ Params : File,String Returns : boolean} getTokenizer{ Params :  Returns : Tokenizer} getFileFilter{ Params :  Returns : FilenameFilter} ,,,,
PMD,net.sourceforge.pmd.cpd,PHPFileOrDirectoryFilter,3,1,0,1,0,false,0 ,Language ,PHPFileOrDirectoryFilter ,,accept{ Params : File,String Returns : boolean} getTokenizer{ Params :  Returns : Tokenizer} getFileFilter{ Params :  Returns : FilenameFilter} ,,,,
PMD,net.sourceforge.pmd.cpd,PHPTokenizer,1,1,0,0,0,false,0 ,Tokenizer ,0 ,,tokenize{ Params : SourceCode,Tokens Returns : void} ,,,,
PMD,net.sourceforge.pmd.cpd,Renderer,2,1,0,0,0,true,0 ,Tokenizer ,0 ,,render{ Params : Iterator Returns : String} ,,,,
PMD,net.sourceforge.pmd.cpd,ReportException,1,1,0,0,0,false,Exception ,0 ,0 ,cause: Throwable ,,,,,
PMD,net.sourceforge.pmd.cpd,SimpleRenderer,1,1,0,0,0,false,0 ,Renderer ,0 ,,render{ Params : Iterator Returns : String} ,,,,
PMD,net.sourceforge.pmd.cpd,SourceCode,1,1,0,0,0,false,0 ,0 ,0 ,fileName: String code: SoftReference ,getCode{ Params :  Returns : List} setCode{ Params : List Returns : void} getCodeBuffer{ Params :  Returns : StringBuffer} readSource{ Params : Reader Returns : void} getSlice{ Params : int,int Returns : String} getFileName{ Params :  Returns : String} equals{ Params : Object Returns : boolean} hashCode{ Params :  Returns : int} ,,,,
PMD,net.sourceforge.pmd.cpd,TokenEntry,1,1,0,0,0,false,0 ,Comparable ,0 ,EOF: TokenEntry tokenSrcID: String beginLine: int index: int identifier: int hashCode: int Tokens: Map TokenCount: int ,getEOF{ Params :  Returns : TokenEntry} clearImages{ Params :  Returns : void} getTokenSrcID{ Params :  Returns : String} getBeginLine{ Params :  Returns : int} getIdentifier{ Params :  Returns : int} getIndex{ Params :  Returns : int} hashCode{ Params :  Returns : int} setHashCode{ Params : int Returns : void} equals{ Params : Object Returns : boolean} compareTo{ Params : Object Returns : int} ,,getEOF clearImages ,,
PMD,net.sourceforge.pmd.cpd,Tokenizer,2,1,0,0,0,true,0 ,Comparable ,0 ,,tokenize{ Params : SourceCode,Tokens Returns : void} ,,,,
PMD,net.sourceforge.pmd.cpd,Tokens,1,1,0,0,0,false,0 ,0 ,0 ,tokens: List ,add{ Params : TokenEntry Returns : void} iterator{ Params :  Returns : Iterator} get{ Params : int Returns : TokenEntry} size{ Params :  Returns : int} getLineCount{ Params : TokenEntry,Match Returns : int} getTokens{ Params :  Returns : List} ,,,,
PMD,net.sourceforge.pmd.cpd,XMLRenderer,1,1,0,0,0,false,0 ,Renderer ,0 ,,render{ Params : Iterator Returns : String} ,,,,
PMD,net.sourceforge.pmd,ExternalRuleID,1,1,0,0,0,false,0 ,0 ,0 ,filename: String ruleName: String ,getFilename{ Params :  Returns : String} getRuleName{ Params :  Returns : String} toString{ Params :  Returns : String} ,,,,
PMD,net.sourceforge.pmd.jaxen,Attribute,1,1,0,0,0,false,0 ,0 ,0 ,parent: Node name: String value: String ,getName{ Params :  Returns : String} getValue{ Params :  Returns : String} setName{ Params : String Returns : void} setValue{ Params : String Returns : void} getParent{ Params :  Returns : Node} setParent{ Params : Node Returns : void} toString{ Params :  Returns : String} ,,,,
PMD,net.sourceforge.pmd.jaxen,AttributeAxisIterator,1,1,0,0,0,false,0 ,Iterator ,0 ,EMPTY_OBJ_ARRAY: Object currObj: Object methods: Method position: int node: Node ,next{ Params :  Returns : Object} hasNext{ Params :  Returns : boolean} remove{ Params :  Returns : void} getNextAttribute{ Params :  Returns : Attribute} getAttribute{ Params : Node,Method Returns : Attribute} truncateMethodName{ Params : String Returns : String} isAttribute{ Params : Method Returns : boolean} ,,,,
PMD,net.sourceforge.pmd.jaxen,DocumentNavigator,1,1,0,0,0,false,DefaultNavigator ,0 ,0 ,EMPTY_ITERATOR: Iterator ,getAttributeName{ Params : Object Returns : String} getAttributeNamespaceUri{ Params : Object Returns : String} getAttributeQName{ Params : Object Returns : String} getAttributeStringValue{ Params : Object Returns : String} getCommentStringValue{ Params : Object Returns : String} getElementName{ Params : Object Returns : String} getElementNamespaceUri{ Params : Object Returns : String} getElementQName{ Params : Object Returns : String} getElementStringValue{ Params : Object Returns : String} getNamespacePrefix{ Params : Object Returns : String} getNamespaceStringValue{ Params : Object Returns : String} getTextStringValue{ Params : Object Returns : String} isAttribute{ Params : Object Returns : boolean} isComment{ Params : Object Returns : boolean} isDocument{ Params : Object Returns : boolean} isElement{ Params : Object Returns : boolean} isNamespace{ Params : Object Returns : boolean} isProcessingInstruction{ Params : Object Returns : boolean} isText{ Params : Object Returns : boolean} parseXPath{ Params : String Returns : XPath} getParentNode{ Params : Object Returns : Object} getAttributeAxisIterator{ Params : Object Returns : Iterator} getChildAxisIterator{ Params : Object Returns : Iterator} getFirstNode{ Params : Node Returns : Node} getNextNode{ Params : Node Returns : Node} getParentAxisIterator{ Params : Object Returns : Iterator} getFollowingSiblingAxisIterator{ Params : Object Returns : Iterator} getFirstNode{ Params : Node Returns : Node} getNextNode{ Params : Node Returns : Node} getPrecedingSiblingAxisIterator{ Params : Object Returns : Iterator} getFirstNode{ Params : Node Returns : Node} getNextNode{ Params : Node Returns : Node} getFollowingAxisIterator{ Params : Object Returns : Iterator} getFirstNode{ Params : Node Returns : Node} getNextNode{ Params : Node Returns : Node} getPrecedingAxisIterator{ Params : Object Returns : Iterator} getFirstNode{ Params : Node Returns : Node} getNextNode{ Params : Node Returns : Node} getDocumentNode{ Params : Object Returns : Object} ,,,,
PMD,net.sourceforge.pmd.jaxen,NodeIterator,1,1,1,0,0,false,0 ,Iterator ,0 ,node: Node ,hasNext{ Params :  Returns : boolean} next{ Params :  Returns : Object} remove{ Params :  Returns : void} getFirstNode{ Params : Node Returns : Node} getNextNode{ Params : Node Returns : Node} getPreviousSibling{ Params : Node Returns : Node} getPositionFromParent{ Params : Node Returns : int} getNextSibling{ Params : Node Returns : Node} getFirstChild{ Params : Node Returns : Node} getLastChild{ Params : Node Returns : Node} ,,,,getFirstNode getNextNode 
PMD,net.sourceforge.pmd,PMD,1,1,0,0,0,false,0 ,0 ,0 ,EOL: String targetJDKVersion: TargetJDKVersion ,processFile{ Params : Reader,RuleSet,RuleContext Returns : void} processFile{ Params : InputStream,String,RuleSet,RuleContext Returns : void} processFile{ Params : InputStream,RuleSet,RuleContext Returns : void} main{ Params : String[] Returns : void} glomName{ Params : boolean,String,File Returns : String} trimAnyPathSep{ Params : String Returns : String} collectFilesFromOneName{ Params : String Returns : List} collectFromCommaDelimitedString{ Params : String Returns : List} collect{ Params : String Returns : List} ,,main glomName trimAnyPathSep collectFilesFromOneName collectFromCommaDelimitedString collect ,,
PMD,net.sourceforge.pmd,PMDException,1,1,0,0,0,false,Exception ,0 ,0 ,reason: Exception severity: int ,printStackTrace{ Params :  Returns : void} printStackTrace{ Params : PrintStream Returns : void} printStackTrace{ Params : PrintWriter Returns : void} getReason{ Params :  Returns : Exception} setSeverity{ Params : int Returns : void} getSeverity{ Params :  Returns : int} ,,,,
PMD,net.sourceforge.pmd.quickfix,Fix,2,1,0,0,0,true,Exception ,0 ,0 ,,fix{ Params : String,int Returns : String} getLabel{ Params :  Returns : String} ,,,,
PMD,net.sourceforge.pmd.renderers,CSVRenderer,1,1,0,0,0,false,0 ,Renderer ,0 ,,render{ Params : Report Returns : String} quote{ Params : String Returns : String} quoteAndCommify{ Params : String Returns : String} ,,,,
PMD,net.sourceforge.pmd.renderers,EmacsRenderer,1,1,0,0,0,false,0 ,Renderer ,0 ,EOL: String ,render{ Params : Report Returns : String} ,,,,
PMD,net.sourceforge.pmd.renderers,HTMLRenderer,1,1,0,0,0,false,0 ,Renderer ,0 ,,render{ Params : Report Returns : String} renderBody{ Params : Report Returns : String} ,,,,
PMD,net.sourceforge.pmd.renderers,IDEAJRenderer,1,1,0,0,0,false,0 ,Renderer ,SourcePath ,args: String ,clipPath{ Params : String Returns : String} render{ Params : Report Returns : String} render{ Params : Report,String Returns : String} render{ Params : Report,String,String Returns : String} getFullyQualifiedClassName{ Params : String,SourcePath Returns : String} getSimpleFileName{ Params : String Returns : String} ,,,,
PMD,net.sourceforge.pmd.renderers,SourcePath,3,2,0,1,0,false,0 ,Renderer ,SourcePath ,paths: Set ,clipPath{ Params : String Returns : String} render{ Params : Report Returns : String} render{ Params : Report,String Returns : String} render{ Params : Report,String,String Returns : String} getFullyQualifiedClassName{ Params : String,SourcePath Returns : String} getSimpleFileName{ Params : String Returns : String} ,,,,
PMD,net.sourceforge.pmd.renderers,PapariTextRenderer,1,1,0,0,0,false,0 ,Renderer ,0 ,pwd: String yellowBold: String whiteBold: String redBold: String cyan: String green: String colorReset: String ,initColors{ Params :  Returns : void} render{ Params : Report Returns : String} getLine{ Params : String,int Returns : String} getRelativePath{ Params : String Returns : String} ,,,,
PMD,net.sourceforge.pmd.renderers,Renderer,2,1,0,0,0,true,0 ,Renderer ,0 ,,render{ Params : Report Returns : String} ,,,,
PMD,net.sourceforge.pmd.renderers,SummaryHTMLRenderer,1,1,0,0,0,false,0 ,Renderer ,0 ,,render{ Params : Report Returns : String} renderSummary{ Params : Report Returns : String} ,,,,
PMD,net.sourceforge.pmd.renderers,TextPadRenderer,1,1,0,0,0,false,0 ,Renderer ,0 ,,render{ Params : Report Returns : String} ,,,,
PMD,net.sourceforge.pmd.renderers,TextRenderer,1,1,0,0,0,false,0 ,Renderer ,0 ,,render{ Params : Report Returns : String} ,,,,
PMD,net.sourceforge.pmd.renderers,VBHTMLRenderer,1,1,0,0,0,false,0 ,Renderer ,0 ,,render{ Params : Report Returns : String} header{ Params :  Returns : String} footer{ Params :  Returns : String} ,,,,
PMD,net.sourceforge.pmd.renderers,XMLRenderer,1,1,0,0,0,false,0 ,Renderer ,0 ,,render{ Params : Report Returns : String} ,,,,
PMD,net.sourceforge.pmd,Report,1,1,0,0,0,false,0 ,0 ,ProcessingError ,violations: Set metrics: Set listeners: List errors: List ,getMsg{ Params :  Returns : String} getFile{ Params :  Returns : String} getSummary{ Params :  Returns : Map} addListener{ Params : ReportListener Returns : void} addRuleViolation{ Params : RuleViolation Returns : void} addMetric{ Params : Metric Returns : void} addError{ Params : ProcessingError Returns : void} hasMetrics{ Params :  Returns : boolean} metrics{ Params :  Returns : Iterator} isEmpty{ Params :  Returns : boolean} iterator{ Params :  Returns : Iterator} errors{ Params :  Returns : Iterator} size{ Params :  Returns : int} ,,,,
PMD,net.sourceforge.pmd,ProcessingError,3,1,0,1,0,false,0 ,0 ,ProcessingError ,msg: String file: String ,getMsg{ Params :  Returns : String} getFile{ Params :  Returns : String} getSummary{ Params :  Returns : Map} addListener{ Params : ReportListener Returns : void} addRuleViolation{ Params : RuleViolation Returns : void} addMetric{ Params : Metric Returns : void} addError{ Params : ProcessingError Returns : void} hasMetrics{ Params :  Returns : boolean} metrics{ Params :  Returns : Iterator} isEmpty{ Params :  Returns : boolean} iterator{ Params :  Returns : Iterator} errors{ Params :  Returns : Iterator} size{ Params :  Returns : int} ,,,,
PMD,net.sourceforge.pmd,ReportListener,2,1,0,0,0,true,0 ,0 ,0 ,,ruleViolationAdded{ Params : RuleViolation Returns : void} metricAdded{ Params : Metric Returns : void} ,,,,
PMD,net.sourceforge.pmd,Rule,2,1,0,0,0,true,0 ,0 ,0 ,LOWEST_PRIORITY: int PRIORITIES: String ,getName{ Params :  Returns : String} getMessage{ Params :  Returns : String} getDescription{ Params :  Returns : String} getExample{ Params :  Returns : String} setName{ Params : String Returns : void} setMessage{ Params : String Returns : void} setDescription{ Params : String Returns : void} setExample{ Params : String Returns : void} apply{ Params : List,RuleContext Returns : void} hasProperty{ Params : String Returns : boolean} addProperty{ Params : String,String Returns : void} getIntProperty{ Params : String Returns : int} getBooleanProperty{ Params : String Returns : boolean} getStringProperty{ Params : String Returns : String} getDoubleProperty{ Params : String Returns : double} getProperties{ Params :  Returns : Properties} include{ Params :  Returns : boolean} setInclude{ Params : boolean Returns : void} getPriority{ Params :  Returns : int} getPriorityName{ Params :  Returns : String} setPriority{ Params : int Returns : void} ,,,,
PMD,net.sourceforge.pmd,RuleContext,1,1,0,0,0,false,0 ,0 ,0 ,report: Report sourceCodeFilename: String ,getReport{ Params :  Returns : Report} setReport{ Params : Report Returns : void} getSourceCodeFilename{ Params :  Returns : String} setSourceCodeFilename{ Params : String Returns : void} ,,,,
PMD,net.sourceforge.pmd.rules,AccessorClassGenerationRule,1,1,0,0,0,false,AbstractRule ,0 ,ClassData AllocData ,classID: int classDataList: List packageName: String ,getCurrentClassData{ Params :  Returns : ClassData} setClassID{ Params : int Returns : void} getClassID{ Params :  Returns : int} getPackageName{ Params :  Returns : String} stripString{ Params : String,String Returns : String} addInstantiation{ Params : AllocData Returns : void} getInstantiationIterator{ Params :  Returns : Iterator} addConstructor{ Params : ASTConstructorDeclaration Returns : void} getPrivateConstructorIterator{ Params :  Returns : Iterator} getClassName{ Params :  Returns : String} addClassQualifyingName{ Params : String Returns : void} getClassQualifyingNames{ Params :  Returns : Iterator} getClassQualifyingNamesList{ Params :  Returns : List} getName{ Params :  Returns : String} getArgumentCount{ Params :  Returns : int} show{ Params :  Returns : void} getASTAllocationExpression{ Params :  Returns : ASTAllocationExpression} isArray{ Params :  Returns : boolean} visit{ Params : ASTCompilationUnit,Object Returns : Object} processRule{ Params : RuleContext Returns : void} visit{ Params : ASTPackageDeclaration,Object Returns : Object} visit{ Params : ASTInterfaceDeclaration,Object Returns : Object} visit{ Params : ASTNestedInterfaceDeclaration,Object Returns : Object} visit{ Params : ASTClassDeclaration,Object Returns : Object} visit{ Params : ASTNestedClassDeclaration,Object Returns : Object} visit{ Params : ASTConstructorDeclaration,Object Returns : Object} visit{ Params : ASTAllocationExpression,Object Returns : Object} ,,stripString ,,
PMD,net.sourceforge.pmd.rules,ClassData,3,2,0,0,0,false,AbstractRule ,0 ,ClassData AllocData ,m_ClassName: String m_PrivateConstructors: List m_Instantiations: List m_ClassQualifyingNames: List ,getCurrentClassData{ Params :  Returns : ClassData} setClassID{ Params : int Returns : void} getClassID{ Params :  Returns : int} getPackageName{ Params :  Returns : String} stripString{ Params : String,String Returns : String} addInstantiation{ Params : AllocData Returns : void} getInstantiationIterator{ Params :  Returns : Iterator} addConstructor{ Params : ASTConstructorDeclaration Returns : void} getPrivateConstructorIterator{ Params :  Returns : Iterator} getClassName{ Params :  Returns : String} addClassQualifyingName{ Params : String Returns : void} getClassQualifyingNames{ Params :  Returns : Iterator} getClassQualifyingNamesList{ Params :  Returns : List} getName{ Params :  Returns : String} getArgumentCount{ Params :  Returns : int} show{ Params :  Returns : void} getASTAllocationExpression{ Params :  Returns : ASTAllocationExpression} isArray{ Params :  Returns : boolean} visit{ Params : ASTCompilationUnit,Object Returns : Object} processRule{ Params : RuleContext Returns : void} visit{ Params : ASTPackageDeclaration,Object Returns : Object} visit{ Params : ASTInterfaceDeclaration,Object Returns : Object} visit{ Params : ASTNestedInterfaceDeclaration,Object Returns : Object} visit{ Params : ASTClassDeclaration,Object Returns : Object} visit{ Params : ASTNestedClassDeclaration,Object Returns : Object} visit{ Params : ASTConstructorDeclaration,Object Returns : Object} visit{ Params : ASTAllocationExpression,Object Returns : Object} ,,stripString ,,
PMD,net.sourceforge.pmd.rules,AllocData,3,2,0,1,0,false,AbstractRule ,0 ,ClassData AllocData ,m_Name: String m_ArgumentCount: int m_ASTAllocationExpression: ASTAllocationExpression isArray: boolean ,getCurrentClassData{ Params :  Returns : ClassData} setClassID{ Params : int Returns : void} getClassID{ Params :  Returns : int} getPackageName{ Params :  Returns : String} stripString{ Params : String,String Returns : String} addInstantiation{ Params : AllocData Returns : void} getInstantiationIterator{ Params :  Returns : Iterator} addConstructor{ Params : ASTConstructorDeclaration Returns : void} getPrivateConstructorIterator{ Params :  Returns : Iterator} getClassName{ Params :  Returns : String} addClassQualifyingName{ Params : String Returns : void} getClassQualifyingNames{ Params :  Returns : Iterator} getClassQualifyingNamesList{ Params :  Returns : List} getName{ Params :  Returns : String} getArgumentCount{ Params :  Returns : int} show{ Params :  Returns : void} getASTAllocationExpression{ Params :  Returns : ASTAllocationExpression} isArray{ Params :  Returns : boolean} visit{ Params : ASTCompilationUnit,Object Returns : Object} processRule{ Params : RuleContext Returns : void} visit{ Params : ASTPackageDeclaration,Object Returns : Object} visit{ Params : ASTInterfaceDeclaration,Object Returns : Object} visit{ Params : ASTNestedInterfaceDeclaration,Object Returns : Object} visit{ Params : ASTClassDeclaration,Object Returns : Object} visit{ Params : ASTNestedClassDeclaration,Object Returns : Object} visit{ Params : ASTConstructorDeclaration,Object Returns : Object} visit{ Params : ASTAllocationExpression,Object Returns : Object} ,,stripString ,,
PMD,net.sourceforge.pmd.rules,AtLeastOneConstructorRule,1,1,0,0,0,false,AbstractRule ,0 ,0 ,,visit{ Params : ASTUnmodifiedClassDeclaration,Object Returns : Object} ,,,,
PMD,net.sourceforge.pmd.rules,AvoidDeeplyNestedIfStmtsRule,1,1,0,0,0,false,AbstractRule ,0 ,0 ,depth: int ,visit{ Params : ASTCompilationUnit,Object Returns : Object} visit{ Params : ASTIfStatement,Object Returns : Object} ,,,,
PMD,net.sourceforge.pmd.rules,AvoidDuplicateLiteralsRule,1,1,0,0,0,false,AbstractRule ,0 ,ExceptionParser ,DEFAULT_SEPARATOR: char EXCEPTION_LIST_PROPERTY: String SEPARATOR_PROPERTY: String EXCEPTION_FILE_NAME_PROPERTY: String literals: Map exceptions: Set ,parse{ Params : String Returns : Set} visit{ Params : ASTCompilationUnit,Object Returns : Object} visit{ Params : ASTLiteral,Object Returns : Object} fourthParentIsAVariableInitializer{ Params : ASTLiteral Returns : boolean} fourthParentIsAnArgList{ Params : ASTLiteral Returns : boolean} hasAtLeast4Parents{ Params : Node Returns : boolean} ,,,,
PMD,net.sourceforge.pmd.rules,ExceptionParser,3,1,0,1,0,false,AbstractRule ,0 ,ExceptionParser ,ESCAPE_CHAR: char delimiter: char ,parse{ Params : String Returns : Set} visit{ Params : ASTCompilationUnit,Object Returns : Object} visit{ Params : ASTLiteral,Object Returns : Object} fourthParentIsAVariableInitializer{ Params : ASTLiteral Returns : boolean} fourthParentIsAnArgList{ Params : ASTLiteral Returns : boolean} hasAtLeast4Parents{ Params : Node Returns : boolean} ,,,,
PMD,net.sourceforge.pmd.rules,AvoidReassigningParametersRule,1,1,0,0,0,false,AbstractRule ,0 ,0 ,,visit{ Params : ASTMethodDeclarator,Object Returns : Object} ,,,,
PMD,net.sourceforge.pmd.rules,BeanMembersShouldSerializeRule,1,1,0,0,0,false,AbstractRule ,0 ,0 ,,visit{ Params : ASTUnmodifiedClassDeclaration,Object Returns : Object} ,,,,
PMD,net.sourceforge.pmd.rules,ClassNamingConventionsRule,1,1,0,0,0,false,AbstractRule ,0 ,0 ,,visit{ Params : ASTUnmodifiedClassDeclaration,Object Returns : Object} ,,,,
PMD,net.sourceforge.pmd.rules,CloseConnectionRule,1,1,0,0,0,false,AbstractRule ,0 ,0 ,,visit{ Params : ASTMethodDeclaration,Object Returns : Object} ensureClosed{ Params : ASTLocalVariableDeclaration,ASTVariableDeclaratorId,Object Returns : void} ,,,,
